"","LU1","LU2","variable","family","p_value","R2m","R2c","AIC","Transition","Effect"
"1",3.2012717505584,-0.0171159861026439,"ant_rich","Negative Binomial",0.822930232455286,0.000531931044000328,0.0489551309323794,616.054406046476,"UF_LF","no_effect"
"2",3.9381958672154,-0.0228208919465162,"bird_rich","Negative Binomial",0.690545841691213,0.00185293796684014,0.0114430258468209,693.098064316877,"UF_LF","no_effect"
"3",3.1763359886876,-0.183934601784366,"db_rich","Negative Binomial",0.033112444708299,0.0421170627387664,0.153338948590706,612.968246170577,"UF_LF","decrease"
"4",2.61383836835973,-0.000686267242217016,"liana_rich","Negative Binomial",0.994526057472998,4.79808797972546e-07,0.0565995379052535,562.005200742326,"UF_LF","no_effect"
"5",4.06063857075397,0.0985084939381131,"sap_rich","Negative Binomial",0.0591440889134064,0.0403980265517377,0.0675949381216113,712.114967443486,"UF_LF","no_effect"
"6",4.16688224654005,-0.0317053186511072,"tree_rich","Negative Binomial",0.400929602527595,0.00714160911791826,0.120070563279996,666.216592762284,"UF_LF","no_effect"
"7",3.20279957419165,0.0663862563273209,"ant_rich","Negative Binomial",0.279598366867775,0.0129394174914724,0.0913206652396018,568.162740520406,"UF_LBF","no_effect"
"8",3.93648336427947,-0.0837204949052456,"bird_rich","Negative Binomial",0.0920704831872466,0.0315512959768693,0.0315512959768693,638.14163630222,"UF_LBF","no_effect"
"9",3.17230932268557,-0.266602423257034,"db_rich","Negative Binomial",0.0019422948450589,0.0864599793745632,0.227527910541749,578.917353280792,"UF_LBF","decrease"
"10",2.60796674490773,-0.208673842205477,"liana_rich","Negative Binomial",0.126069751085524,0.0224495372375148,0.0224495372375148,561.034139988771,"UF_LBF","no_effect"
"11",4.0556670238317,-0.0709478485934685,"sap_rich","Negative Binomial",0.346242104389034,0.0101854256203064,0.0162641888699023,728.72136887754,"UF_LBF","no_effect"
"12",4.17090415184132,-0.284193533486614,"tree_rich","Negative Binomial",0.000380261101284016,0.128961835057722,0.140798735556876,734.70389349086,"UF_LBF","decrease"
"13",3.19562356433038,-0.213160048438795,"ant_rich","Negative Binomial",0.00854470527287583,0.0662731683622197,0.0841572287314296,623.086498922715,"UF_PA","decrease"
"14",3.93648339045464,-0.6057681115045,"bird_rich","Negative Binomial",1.28922474662071e-12,0.388308219147048,0.388308219147048,701.949241788299,"UF_PA","decrease"
"15",3.17313133750551,-1.09987716462558,"db_rich","Negative Binomial",1.17966044246258e-20,0.582447124040407,0.637844695466882,534.339189462946,"UF_PA","decrease"
"16",2.60822960203965,-5.78984573080125,"liana_rich","Negative Binomial",3.47649019877368e-178,0.909277087246537,0.909462438791342,169.275781944174,"UF_PA","decrease"
